codigo_ibge,anomes_s,cebas_cnpj_entidade_s,cebas_razao_social_entidade_s,cebas_status_certificacao_s,cebas_cod_status_certificacao_i,cebas_dt_inicio_certificacao_s,cebas_dt_fim_certificacao_s,cebas_dt_extracao_dados_s
"",202404,50.708.486/0001-95,CENTRO COMUNITARIO JARDIM IPANEMA,VIGENTE,2,18/12/2020,31/12/2026,15/04/2024
"",202404,50.710.417/0001-16,LAR SÃO VICENTE DE PAULO,VIGENTE,2,29/09/2018,31/12/2024,15/04/2024
"",202404,50.710.425/0001-62,SOCIEDADE ESPIRITA DR BEZERRA DE MENEZES,VÁLIDA,1,30/01/2019,31/12/2023,15/04/2024
"",202404,50.726.702/0001-25,ORGANIZAÇÃO COMUNITÁRIA SANTO ANTONIO MARIA DE CLARET,VIGENTE,2,29/09/2018,31/12/2024,15/04/2024
"",202404,00.507.277/0001-05,OBRAS DE ASSISTÊNCIA E DE SERVIÇO SOCIAL DA ARQUIDIOCESE DE BRASÍLIA - OASSAB,VIGENTE,2,13/08/2021,31/12/2025,15/04/2024
"",202404,50.730.985/0001-89,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SALES OLIVEIRA,VIGENTE,2,30/01/2018,31/12/2024,15/04/2024
"",202404,50.731.108/0001-22,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE M AGUDO,VIGENTE,2,05/03/2021,31/12/2025,15/04/2024
"",202404,50.732.460/0001-82,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RINCÃO,VÁLIDA,1,22/08/2017,31/12/2023,15/04/2024
"",202404,50.756.329/0001-55,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE JAÚ,VIGENTE,2,01/01/2021,31/12/2024,15/04/2024
"",202404,50.757.459/0001-02,FRATERNO AUXÍLIO CRISTÃO,VIGENTE,2,06/04/2021,31/12/2027,15/04/2024
"",202404,50.759.091/0001-11,ABRIGO SÃO LOURENÇO DE JAU,VIGENTE,2,05/03/2018,31/12/2024,15/04/2024
"",202404,50.760.420/0001-44,ASSOCIACAO JAUENSE DE EDUCACAO E ASSISTENCIA,VIGENTE,2,01/01/2021,31/12/2024,15/04/2024
"",202404,05.076.313/0001-47,CENTRO CULTURAL E ASSISTENCIAL OFICINA DAS MENINAS,VIGENTE,2,20/02/2022,19/02/2027,15/04/2024
"",202404,50.784.495/0001-65,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAPÃO BONITO,VIGENTE,2,30/01/2018,31/12/2024,15/04/2024
"",202404,50.787.688/0001-70,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SÃO MIGUEL ARCANJO,VIGENTE,2,14/11/2020,31/12/2026,15/04/2024
"",202404,50.788.819/0001-33,INSTITUTO EDUCACIONAL GUARDA MIRIM DE ITARARÉ,VIGENTE,2,02/12/2018,31/12/2024,15/04/2024
"",202404,50.790.286/0001-24,INSTITUTO EDUCACIONAL ASSISTENCIAL E SOCIAL DE ITAPETININGA,VIGENTE,2,01/06/2020,31/12/2024,15/04/2024
"",202404,50.799.766/0001-56,LAR SÃO VICENTE DE PAULO DE TAQUARITUBA,VIGENTE,2,06/11/2018,31/12/2024,15/04/2024
"",202404,50.800.051/0001-76,EDUCANDARIO SANTA MARIA,VIGENTE,2,31/10/2021,30/10/2026,15/04/2024
"",202404,50.801.190/0001-14,ASSOCIAÇÃO P DESENVOLVIMENTO EDUCACIONAL E SOCIAL DO ADOLESCENTE DE ITAPEVA-SP,VIGENTE,2,31/10/2020,31/12/2024,15/04/2024
"",202404,50.804.376/0001-27,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SÃO ROQUE,VIGENTE,2,08/12/2021,31/12/2025,15/04/2024
"",202404,50.809.037/0001-33,VOLUNTARIOS ANONIMOS DE AVARE,VIGENTE,2,02/12/2018,31/12/2024,15/04/2024
"",202404,50.810.993/0001-35,ASSOCIAÇÃO ITUANA DE ASSISTÊNCIA AOS DEFICIENTES VISUAIS ESCOLA DE CEGOS SANTA LUZIA,VIGENTE,2,21/12/2022,20/12/2027,15/04/2024
"",202404,50.814.664/0001-62,COMUNIDADE KOLPING PE. JUSTINO DO ÉDEN,VIGENTE,2,31/10/2019,31/12/2025,15/04/2024
"",202404,50.817.345/0001-00,ASSOCIAÇÃO PROEX DE SOROCABA,VIGENTE,2,30/07/2018,31/12/2024,15/04/2024
"",202404,50.818.939/0001-36,LAR SÃO VICENTE DE PAULO DE SÃO MIGUEL ARCANJO,VIGENTE,2,30/08/2020,31/12/2026,15/04/2024
"",202404,50.819.234/0001-33,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BOITUVA,VIGENTE,2,30/07/2018,31/12/2024,15/04/2024
"",202404,50.819.960/0001-56,CASA DO MENOR DE SOROCABA,VIGENTE,2,28/05/2020,31/12/2024,15/04/2024
"",202404,50.823.988/0001-67,ASSOCIAÇÃO DOS DEFICIENTES FÍSICOS D BOTUCATU,VIGENTE,2,29/05/2020,31/12/2026,15/04/2024
"",202404,50.826.684/0001-53,CASA DO MENINO DE TATUÍ,VIGENTE,2,29/09/2018,31/12/2024,15/04/2024
"",202404,50.830.231/0001-09,ASSOCIAÇÃO BAURUENSE DE COMBATE AO CÂNCER,VIGENTE,2,08/12/2019,31/12/2025,15/04/2024
"",202404,50.830.314/0001-90,VILA VICENTINA DE AREALVA,VIGENTE,2,18/06/2020,31/12/2026,15/04/2024
"",202404,50.833.706/0001-02,CENTRO COMUNITARIO URBANO PADRE ALFEU PICARDI,VIGENTE,2,16/05/2023,15/05/2026,15/04/2024
"",202404,50.834.902/0001-00,FUNDACAO DE PROTECAO A CRIANCA DESAMPARADA LAR ROSALIA,VIGENTE,2,13/07/2020,31/12/2026,15/04/2024
"",202404,05.084.507/0001-94,ASSOCIAÇÃO DOS VOLUNTÁRIOS VIDA VIVA DE ALFENAS,VIGENTE,2,28/04/2021,27/04/2024,15/04/2024
"",202404,50.849.033/0001-89,SOCIEDADE BENEFICENTE DE AMPARO À VELHICE DE MACATUBA,VIGENTE,2,25/09/2021,24/09/2026,15/04/2024
"",202404,50.861.129/0001-62,UNIAO CIDADE LIDER PRO MELHORAMENTO DO BAIRRO,VIGENTE,2,05/08/2022,04/08/2025,15/04/2024
"",202404,05.086.163/0001-52,SOCIEDADE DE FILANTROPIA COMUNITARIA - SOFIC,VIGENTE,2,29/12/2020,31/12/2024,15/04/2024
"",202404,50.862.499/0001-14,FRATERNIDADE IRMÃ CLARA,VIGENTE,2,05/08/2022,04/08/2025,15/04/2024
"",202404,50.866.490/0001-81,NÚCLEO ASSISTENCIAL IRMÃO ALFREDO,VIGENTE,2,30/03/2020,29/03/2025,15/04/2024
"",202404,05.090.047/0001-07,INSTITUTO LUZ E VIDA,VÁLIDA,1,28/08/2018,27/08/2021,15/04/2024
"",202404,05.093.351/0001-08,ASSOCIAÇÃO CRIANÇAS ESPECIAIS DE SANTA BRANCA ANTONIO NARVAES-CESB,VIGENTE,2,19/07/2021,18/07/2026,15/04/2024
"",202404,50.938.877/0001-04,ASIMD ASSISTENCIA SOCIAL IRMA MARIA DOLORES,VIGENTE,2,05/08/2022,04/08/2025,15/04/2024
"",202404,50.946.805/0001-09,MOVIMENTO AMOR E TRABALHO,VIGENTE,2,01/06/2020,31/12/2026,15/04/2024
"",202404,50.951.466/0001-40,SOS SERVIÇOS DE OBRAS SOCIAIS,VIGENTE,2,01/04/2021,31/12/2025,15/04/2024
"",202404,50.956.440/0001-95,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS APAE DE JUNDIAÍ,VIGENTE,2,01/01/2022,31/12/2025,15/04/2024
"",202404,50.969.468/0001-67,CENTRO ESPÍRITA OPERÁRIOS DA VERDADE,VIGENTE,2,30/07/2018,31/12/2024,15/04/2024
"",202404,50.971.720/0001-72,CIDADE VICENTINA FREDERICO OZANAM,VIGENTE,2,30/01/2021,31/12/2025,15/04/2024
"",202404,50.984.855/0001-72,ASSOCIAÇÃO PROTETORA DE MENORES,VIGENTE,2,31/10/2021,31/12/2027,15/04/2024
"",202404,50.990.472/0001-07,ASSOCIAÇÃO DE ASSISTÊNCIA AOS HANSENIANOS DE JUNDIAÍ,VIGENTE,2,22/02/2020,31/12/2026,15/04/2024
"",202404,05.099.062/0001-16,CENTRO DE CONVIVÊNCIA INFÂNCIA - JUVENTUDE THOMAZ GOUVEIA NETTO,VIGENTE,2,29/05/2018,31/12/2024,15/04/2024
"",202404,50.993.880/0001-12,LAR DA REDENÇÃO,VIGENTE,2,26/10/2020,31/12/2026,15/04/2024
"",202404,05.104.373/0001-26,ASSOCIAÇÃO PESTALOZZI DE BROCHIER,VIGENTE,2,05/08/2022,04/08/2025,15/04/2024
"",202404,51.059.863/0001-75,LEGIÃO MIRIM DE SÃO PEDRO,VIGENTE,2,28/02/2020,31/12/2024,15/04/2024
"",202404,05.106.014/0001-08,FUNDAÇÃO TOLEDO,VÁLIDA,1,01/04/2021,31/03/2024,15/04/2024
"",202404,05.108.918/0001-72,"AMIGOS DO BEM, INSTITUIÇÃO NACIONAL CONTRA A FOME E A MISÉRIA",VIGENTE,2,03/03/2020,31/12/2024,15/04/2024
"",202404,51.091.296/0001-34,RECANTO DO VOVÔ,VIGENTE,2,12/06/2020,31/12/2024,15/04/2024
"",202404,51.096.600/0001-36,S O S SERVICO DE OBRAS SOCIAIS - CASA ABRIGO MARGARET,VIGENTE,2,28/04/2018,31/12/2024,15/04/2024
"",202404,51.098.846/0001-47,ASSOCIACAO DE ASSISTENCIA AO IDOSO DO MUNICIPIO DE GUARACAI,VIGENTE,2,22/04/2020,31/12/2026,15/04/2024
"",202404,51.105.856/0001-62,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,VIGENTE,2,04/09/2020,31/12/2026,15/04/2024
"",202404,51.108.587/0001-98,CASA DO MENOR LEDA FURQUIM ATILIO,VIGENTE,2,08/03/2019,31/12/2025,15/04/2024
"",202404,05.111.398/0001-57,ASS DE PAIS E AMIGOS DO EXCEPCIONAIS DE CASTANHAL,VIGENTE,2,27/05/2021,31/12/2025,15/04/2024
"",202404,51.119.584/0001-50,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE DE DIADEMA,VIGENTE,2,14/08/2021,31/12/2025,15/04/2024
"",202404,51.127.835/0001-48,IAM INSTITUICAO ASSISTENCIAL MEIMEI,VÁLIDA,1,01/01/2018,31/12/2020,15/04/2024
"",202404,05.116.188/0001-51,INSTITUTO DESPORTIVO DA CRIANÇA,VIGENTE,2,16/05/2023,15/05/2026,15/04/2024
"",202404,51.165.298/0001-20,SOCIEDADE AMIGOS DO JARDIM VERONIA E ADJACENCIAS,VIGENTE,2,01/09/2019,31/12/2025,15/04/2024
"",202404,05.119.104/0001-33,ASSOCIAÇÃO SÍTIO AGAR,VIGENTE,2,22/02/2021,31/12/2025,15/04/2024
"",202404,51.195.410/0001-76,CENTRO COMUNITARIO JOAO PAULO I,VIGENTE,2,05/08/2022,04/08/2025,15/04/2024
"",202404,51.228.930/0001-38,CENTRO ESTADUAL DE APOIO PROFISSIONAL AO ADOLESCENTE,VIGENTE,2,15/05/2018,31/12/2024,15/04/2024
"",202404,51.244.390/0001-86,ASSOCIAÇÃO PROJOV - PROGRAMA ROTÁRIO PARA JOVENS,VIGENTE,2,27/08/2021,31/12/2025,15/04/2024
"",202404,51.245.470/0001-56,ASSOCIAÇÃO CARITAS SÃO FRANCISCO,VÁLIDA,1,20/07/2018,19/07/2021,15/04/2024
"",202404,05.124.823/0001-42,ASSOCIAÇÃO DAS AMIGAS DA MAMA,VIGENTE,2,28/02/2021,27/02/2026,15/04/2024
"",202404,51.258.333/0001-56,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MAIRIPORÃ,VIGENTE,2,22/09/2019,31/12/2025,15/04/2024
"",202404,51.261.550/0001-03,CASA SÃO VICENTE DE PAULO,VÁLIDA,1,26/06/2017,31/12/2023,15/04/2024
"",202404,51.262.921/0001-63,LAR SANTO ANTÔNIO DE EDUCAÇÃO E ASSISTÊNCIA SOCIAL,VIGENTE,2,24/05/2022,23/05/2027,15/04/2024
"",202404,51.281.137/0001-00,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAMPO LIMPO PAULISTA,VIGENTE,2,08/12/2021,07/12/2024,15/04/2024
"",202404,51.290.187/0001-46,COMUNIDADE PROMOCIONAL ARCO IRIS DE PINHALZINHO,VIGENTE,2,18/12/2018,31/12/2024,15/04/2024
"",202404,51.297.349/0001-78,ASSOCIACAO PESTALOZZI DE CAMPINAS,VIGENTE,2,29/12/2020,31/12/2024,15/04/2024
"",202404,05.130.131/0001-07,ASSOCIAÇÃO DOS AMIGOS DA CASA LAR,VIGENTE,2,11/05/2020,31/12/2024,15/04/2024
"",202404,51.301.331/0001-00,ASSOCIAÇÃO GUARDA MIRIM DE AMPARO,VIGENTE,2,09/11/2021,08/11/2026,15/04/2024
"",202404,51.315.729/0001-98,ASSOCIAÇÃO COMPANHEIROS DO MENOR DE BRAGANÇA PAULISTA,VÁLIDA,1,31/10/2019,31/12/2023,15/04/2024
"",202404,51.316.222/0001-59,ASILO DE MENDICIDADE SÃO VICENTE DE PAULO,VIGENTE,2,13/07/2021,12/07/2024,15/04/2024
"",202404,05.133.524/0001-74,INSTITUTO SCALA,VIGENTE,2,06/11/2018,31/12/2024,15/04/2024
"",202404,51.335.578/0001-30,ASILO SÃO CRISTÓVÃO,VIGENTE,2,05/03/2020,31/12/2026,15/04/2024
"",202404,51.347.516/0001-48,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NH,VIGENTE,2,11/09/2020,31/12/2024,15/04/2024
"",202404,51.347.540/0001-87,LAR DE VELHICE MARIA DE SOUZA SPÍNOLA,VIGENTE,2,28/05/2020,31/12/2024,15/04/2024
"",202404,51.348.159/0001-32,ASSOCIAÇÃO BONIFACIANA DOS AMIGOS DOS MENORES,VIGENTE,2,21/12/2020,31/12/2026,15/04/2024
"",202404,51.348.365/0001-42,ASSOCIACAO LAR PARA OS VELHOS SAO JOAO,VIGENTE,2,16/05/2023,15/05/2026,15/04/2024
"",202404,51.355.394/0001-31,SOCIEDADE DE PROTECAO A CRIANCA E AO ADOLESCENTE DE NHANDEARA-SOPROCAN,VIGENTE,2,25/10/2020,31/12/2026,15/04/2024
"",202404,05.137.060/0001-74,ASSOCIAÇÃO E COMUNIDADE CASA DE NAZARÉ,VIGENTE,2,17/11/2020,31/12/2024,15/04/2024
"",202404,51.383.412/0001-99,ABRIGO SAO VICENTE DE PAULO,VIGENTE,2,05/05/2021,04/05/2024,15/04/2024
"",202404,51.384.345/0001-27,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE LEME,VIGENTE,2,01/01/2022,31/12/2024,15/04/2024
"",202404,00.513.882/0001-99,ASSISTENCIA SOCIAL BENEFICENTE DE RESGATE AO AMPARO A CRIANCA,VÁLIDA,1,30/09/2019,31/12/2023,15/04/2024
"",202404,51.391.902/0001-37,ABRIGO DE IDOSOS RECANTO DO VOVÔ,VIGENTE,2,19/07/2021,31/12/2027,15/04/2024
"",202404,51.394.815/0001-33,"FUNDAÇÃO MIRIM DE DESENVOLVIMENTO SOCIAL, EDUCACIONAL E PROFISSIONAL DO ADOLESCENTE DE PRESIDENTE PRUDENTE",VIGENTE,2,19/04/2022,31/12/2026,15/04/2024
"",202404,51.394.872/0001-12,CASA DO APRENDIZ CIDADÃO,VIGENTE,2,30/07/2021,31/12/2025,15/04/2024
"",202404,51.395.358/0001-00,ASSOCIAÇÃO DOS USUÁRIOS DO CENTRO COMUNITÁRIO URBANO DE TARABAI,VIGENTE,2,28/02/2020,31/12/2024,15/04/2024
"",202404,05.139.676/0001-84,ASSOCIAÇÃO CIRANDA VIVA,VIGENTE,2,01/04/2018,31/12/2024,15/04/2024
"",202404,51.397.594/0001-57,ASSOCIAÇÃO DE PAIS E AMIGOS,VIGENTE,2,25/06/2020,31/12/2026,15/04/2024
"",202404,51.397.800/0001-29,CENTRO CLÍNICO EDUCACIONAL BEM ME QUER,VIGENTE,2,02/01/2018,31/12/2024,15/04/2024
"",202404,51.400.000/0001-10,ASSOCIAÇÃO LAR DOS IDOSOS DE ALVARES MACHADO,VIGENTE,2,02/12/2019,31/12/2025,15/04/2024
"",202404,51.404.325/0001-70,"ASSOCIAÇÃO DE PROTEÇÃO À CRIANÇA, ADOLESCENTE E FAMÍLIA DE LUCÉLIA - SP",VIGENTE,2,01/04/2018,31/12/2024,15/04/2024
"",202404,51.405.876/0001-59,"FUNDAÇAO MIRIM DE DESENVOLVIMENTO SOCIAL, EDUCACIONAL E PROFISSIONAL DO ADOLESCENTE DE REGENTE FEIJÓ",VIGENTE,2,29/09/2020,31/12/2026,15/04/2024
"",202404,51.413.631/0001-73,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA ODESSA,VIGENTE,2,08/07/2020,31/12/2024,15/04/2024
"",202404,51.413.862/0001-87,PATRULHA MIRIM DE CORDEIRÓPOLIS,VÁLIDA,1,13/05/2019,31/12/2023,15/04/2024
"",202404,51.418.473/0001-44,NÚCLEO ASSISTENCIAL ALVORADA CRISTÃ,VIGENTE,2,03/09/2020,31/12/2026,15/04/2024
"",202404,51.419.588/0001-53,ASSOCIAÇÃO DE PAIS E AMIGOS DE SURDOS DE PIRACICABA,VIGENTE,2,28/04/2018,31/12/2024,15/04/2024
"",202404,51.420.172/0001-55,GUARDA MIRIM DE SANTA BÁRBARA D´OESTE,VÁLIDA,1,16/02/2021,15/02/2024,15/04/2024
"",202404,51.433.597/0001-07,PROJETO MISSIONÁRIO VILA CAPRIOTTI,VÁLIDA,1,27/12/2019,31/12/2023,15/04/2024
"",202404,51.437.861/0001-72,ASSOCIAÇÃO PESTALOZZI DE OSASCO,VIGENTE,2,15/05/2020,31/12/2026,15/04/2024
"",202404,51.440.105/0001-00,ASSOCIAÇÃO GRUPO ASSISTENCIAL LUIZ SÉRGIO,VIGENTE,2,24/04/2021,31/12/2027,15/04/2024
"",202404,51.441.939/0001-22,AMAMOS - CASA DE ACOLHIMENTO DE CRIANÇAS E ADOLESCENTES,VIGENTE,2,05/03/2021,31/12/2025,15/04/2024
"",202404,05.144.242/0001-72,FUNDAÇÃO LVF LUGAR DE VIVER FELIZ DE BARRETOS,VIGENTE,2,14/08/2020,31/12/2026,15/04/2024
"",202404,51.442.622/0001-00,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ITAPEVI,VIGENTE,2,08/12/2022,07/12/2025,15/04/2024
"",202404,51.443.885/0001-34,ASSOCIAÇÃO FILANTRÓPICA CRIANÇA FELIZ,VIGENTE,2,15/07/2019,31/12/2025,15/04/2024
"",202404,51.447.258/0001-71,FUNDAÇÃO ASSIST CRIAN ADOL MARIA CAROLINA P ABLAS SEPE,VIGENTE,2,13/07/2020,31/12/2026,15/04/2024
"",202404,51.451.094/0001-56,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAIEIRAS,VIGENTE,2,06/03/2021,31/12/2025,15/04/2024
"",202404,51.451.276/0001-27,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE FRANCO DA ROCHA,VIGENTE,2,02/12/2018,31/12/2024,15/04/2024
"",202404,51.455.178/0001-68,LAR ESCOLA FRANCISCO CANDIDO XAVIER,VIGENTE,2,21/10/2021,31/12/2025,15/04/2024
"",202404,51.472.447/0001-02,ASSOCIAÇÃO DE REABILITAÇÃO INFANTIL LIMEIRENSE,VIGENTE,2,01/01/2021,31/12/2024,15/04/2024
"",202404,51.486.587/0001-21,ASILO JOÃO KUHL FILHO,VÁLIDA,1,28/06/2019,31/12/2023,15/04/2024
"",202404,51.486.595/0001-78,ASSOCIACAO CASA DA CRIANCA SANTA TEREZINHA DE LIMEIRA,VÁLIDA,1,01/01/2020,31/12/2023,15/04/2024
"",202404,51.489.896/0001-55,CENTRO SOCIAL SUL,VIGENTE,2,29/06/2018,31/12/2024,15/04/2024
"",202404,51.504.272/0001-60,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE FARTURA,VIGENTE,2,19/06/2021,31/12/2025,15/04/2024
"",202404,51.505.170/0001-69,LAR SAO VICENTE DE PAULO,VIGENTE,2,15/05/2020,31/12/2026,15/04/2024
"",202404,51.507.895/0001-96,COMUNIDADE EURÍPEDES BARSANULFO,VIGENTE,2,28/04/2018,31/12/2024,15/04/2024
"",202404,51.507.952/0001-37,INSTITUTO LÓTTUS,VÁLIDA,1,13/11/2020,12/11/2023,15/04/2024
"",202404,51.514.420/0001-27,AMAI - ASSOCIAÇÃO E MOVIMENTO DE ASSISTÊNCIA AO INDIVIDUO DEFICIENTE,VIGENTE,2,30/07/2021,29/07/2026,15/04/2024
"",202404,51.516.037/0001-08,LEGIÃO MIRIM DE SÃO MANUEL,VIGENTE,2,02/02/2019,31/12/2025,15/04/2024
"",202404,51.521.979/0001-84,ASSOCIAÇÃO ESPÍRITA O BOM SAMARITANO,VIGENTE,2,30/06/2019,31/12/2025,15/04/2024
"",202404,51.522.670/0001-09,CENTRO REGIONAL DE REGISTRO E ATENÇÃO AOS MAUS TRATOS NA INFÂNCIA,VÁLIDA,1,21/12/2018,31/12/2022,15/04/2024
"",202404,51.526.689/0001-23,LAR SÃO JOSÉ DE TORRINHA,VIGENTE,2,12/03/2020,31/12/2026,15/04/2024
"",202404,51.526.911/0001-98,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BROTAS,VIGENTE,2,20/10/2021,31/12/2025,15/04/2024
"",202404,51.549.301/0001-00,ASSOCIAÇÃO DE ENSINO SOCIAL PROFISSIONALIZANTE,VÁLIDA,1,19/07/2019,31/12/2023,15/04/2024
"",202404,51.609.840/0001-97,LAR EMMANUEL,VIGENTE,2,21/12/2021,31/12/2027,15/04/2024
"",202404,51.619.294/0001-75,OBRA SOCIAL E ASSISTENCIAL SÃO LUCAS,VIGENTE,2,29/05/2018,31/12/2024,15/04/2024
"",202404,05.162.134/0001-22,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE DIVISA NOVA,VIGENTE,2,31/07/2020,31/12/2026,15/04/2024
"",202404,51.625.036/0001-00,LAR SÃO VICENTE DE PAULO,VIGENTE,2,21/12/2021,31/12/2025,15/04/2024
"",202404,05.162.747/0001-60,SEMEA - SEMENTES DO AMANHA / INSTITUICAO DE ASSISTENCIA SOCIAL,VIGENTE,2,30/07/2018,31/12/2024,15/04/2024
"",202404,05.163.719/0001-67,COMUNIDADE ESPERANÇA MARIA DE NAZARÉ DE ASSISTÊNCIA E AMPARO ÀS FAMÍLIAS CARENTES,VIGENTE,2,31/01/2024,30/01/2027,15/04/2024
"",202404,51.642.098/0001-11,ASSOCIAÇÃO CASA DA ESPERANÇA DE CUBATÃO,VIGENTE,2,15/09/2018,31/12/2024,15/04/2024
"",202404,05.164.266/0001-93,ENTIDADE SETE ESTRELAS KAIRÓS,VIGENTE,2,28/04/2018,31/12/2024,15/04/2024
"",202404,51.642.759/0001-09,LAR FRATERNO DE CUBATAO,VIGENTE,2,28/04/2021,31/12/2025,15/04/2024
"",202404,51.664.126/0001-00,FUNDAÇÃO GIL PIMENTEL MOURA,VIGENTE,2,02/02/2019,31/12/2025,15/04/2024
"",202404,51.666.360/0001-68,SOCIEDADE BENEFICENTE ASILO SÃO VICENTE DE PAULO,VIGENTE,2,01/01/2020,31/12/2025,15/04/2024
"",202404,51.666.568/0001-87,CASA DA CRIANÇA DE LINS,VIGENTE,2,01/01/2020,31/12/2025,15/04/2024
"",202404,51.673.101/0001-64,ASSOCIAÇÃO DE AMPARO À VELHICE DE REGISTRO LAR DOS VELHINHOS,VIGENTE,2,28/04/2018,31/12/2024,15/04/2024
"",202404,51.727.949/0001-29,ASSOCIAÇÃO METODISTA DE AÇÃO  SOCIAL  DE VILA MEDEIROS,VIGENTE,2,26/06/2020,31/12/2026,15/04/2024
"",202404,51.783.728/0001-78,O.S.C. ORGANIZACAO DA SOCIEDADE CIVIL MARIA DE NAZARETH,VIGENTE,2,11/10/2022,10/10/2025,15/04/2024
"",202404,51.783.850/0001-44,SERVIÇO DE OBRAS SOCIAIS - SOS,VIGENTE,2,01/04/2018,31/12/2024,15/04/2024
"",202404,51.785.590/0001-46,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE LORENA,VÁLIDA,1,29/12/2019,31/12/2023,15/04/2024
"",202404,51.792.505/0001-77,PASTORAL DO MENOR DA PARÓQUIA SÃO JOAQUIM,VIGENTE,2,31/07/2020,31/12/2026,15/04/2024
"",202404,51.792.810/0001-69,APAE DE SÃO JOAQUIM DA BARRA,VÁLIDA,1,30/12/2019,31/12/2023,15/04/2024
"",202404,51.797.413/0001-80,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PITANGUEIRAS,VIGENTE,2,01/04/2018,31/12/2024,15/04/2024
"",202404,51.799.575/0001-57,SOCIEDADE ESPÍRITA OBREIROS DO BEM,VIGENTE,2,29/05/2021,31/12/2027,15/04/2024
"",202404,51.802.684/0001-86,ASSOCIAÇÃO SÃO FRANCISCO DE ASSIS GEWO HAUS,VIGENTE,2,30/01/2018,31/12/2024,15/04/2024
"",202404,51.804.904/0001-00,RECANTO SANTA RITA DE CÁSSIA,VIGENTE,2,13/08/2021,31/12/2025,15/04/2024
"",202404,51.805.190/0001-55,CASA DA CRIANÇA  DR CARLOS LUIZ MALFERRARI,VÁLIDA,1,25/09/2016,24/09/2021,15/04/2024
"",202404,51.812.972/0001-11,ENTIDADE BENEFICENTE COQUEIRENSE,VIGENTE,2,30/07/2018,31/12/2024,15/04/2024
"",202404,51.814.218/0001-10,DEPARTAMENTO DE PROMOÇÃO VICENTINA,VIGENTE,2,16/10/2021,31/12/2025,15/04/2024
"",202404,51.815.421/0001-01,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ALTINÓPOLIS,VIGENTE,2,14/04/2022,13/04/2025,15/04/2024
"",202404,51.818.474/0001-86,CASA ASSISTENCIAL ESPIRITA NOSSO LAR,VIGENTE,2,18/10/2020,31/12/2026,15/04/2024
"",202404,51.820.785/0001-80,CANTINHO DO CÉU HOSPITAL DE RETAGUARDA,VIGENTE,2,06/10/2021,31/12/2025,15/04/2024
"",202404,51.821.858/0001-58,ASSOCIAÇÃO CASA DOS VELHINHOS DE SERRANA,VIGENTE,2,19/12/2019,31/12/2025,15/04/2024
"",202404,51.823.367/0001-46,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTA ROSA DO VITERBO,VIGENTE,2,01/04/2018,31/12/2024,15/04/2024
"",202404,51.827.491/0001-80,LAR E INTERNATO OTONIEL DE CAMARGO,VIGENTE,2,24/10/2020,23/10/2025,15/04/2024
"",202404,51.829.406/0001-12,CENTRO ESPÍRITA SEBASTIANA BARBOSA FERREIRA,VIGENTE,2,22/03/2020,31/12/2026,15/04/2024
"",202404,51.833.622/0001-31,LAR SÃO VICENTE DE PAULO DE LUCÉLIA,VIGENTE,2,01/01/2020,31/12/2025,15/04/2024
"",202404,51.838.803/0001-50,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE INDIAPORÃ,VÁLIDA,1,13/05/2019,31/12/2023,15/04/2024
